#scientific name	type materials and coidentical strains	has sequences from type material?	number of assemblies per taxon	number of assemblies from type materials per taxon	number of assemblies from type materials per species
Luteococcus japonicus	ATCC 51526,ATCC:51526,CCUG 38731,CCUG:38731,CIP 104067,CIP:104067,DSM 10546,DSM:10546,IFO 12422,IFO:12422,JCM 9415,JCM:9415,NBRC 12422,NBRC:12422,VKM Ac-1951,VKM:Ac:1951	yes	2	1	1
Luteococcus peritonei	ATCC BAA-60,ATCC:BAA-60,CCUG 38120,CCUG:38120,CIP 106441,CIP:106441,JCM 11685,JCM:11685,culture-collection:ATCC:BAA:60	yes	0	0	0
Luteococcus sanguinis	CCUG 33897,CCUG:33897,CIP 107216,CIP:107216,JCM 12371,JCM:12371	yes	0	0	0
Luteococcus sediminum	DSM 27277,DSM:27277,JCM 19259,JCM:19259,XH208	yes	0	0	0
Luteolibacter algae	A5J-41-2,KCTC 22040,KCTC:22040,MBIC 08320,MBIC:08320	yes	0	0	0
Luteolibacter arcticus	BCCM/LMG:28638,CCTCC AB 2014275,CCTCC:AB 2014275,LMG 28638,LMG:28638,MC 3726,culture-collection:CCTCC:AB:2014275	yes	0	0	0
Luteolibacter cuticulihirudinis	BCCM/LMG:26924,CCM 8400,CCM:8400,CCUG 62419,CCUG:62419,E100,LMG 26924,LMG:26924	yes	0	0	0
Luteolibacter flavescens	GKX,KCTC 52361,KCTC:52361,MCCC 1K03193,MCCC:1K03193	yes	0	0	0
Luteolibacter gellanilyticus	CB-286403,CECT 8659,CECT:8659,DSM 28998,DSM:28998	yes	0	0	0
Luteolibacter luojiensis	CCTCC AB 2010415,CCTCC:AB 2010415,DR4-30,NRRL B-59669,NRRL:B-59669,culture-collection:CCTCC:AB:2010415,culture-collection:NRRL:B:59669	yes	0	0	0
Luteolibacter pohnpeiensis	A4T-83,KCTC 22041,KCTC:22041,MBIC 08322,MBIC:08322	yes	0	0	0
Luteolibacter yonseiensis	EBTL01,JCM 18052,JCM:18052,KCTC 23678,KCTC:23678	yes	0	0	0
Lutibacter aestuarii	CCUG 60022,CCUG:60022,KCTC 23499,KCTC:23499,MA-My1	yes	0	0	0
Lutibacter agarilyticus	DSM 29150,DSM:29150,JCM 18281,JCM:18281,KCTC 23842,KCTC:23842,KYW566	yes	1	1	1
Lutibacter citreus	1KV19,KCTC 62595,KCTC:62595,MCCC 1H00307,MCCC:1H00307	yes	1	1	1
Lutibacter crassostreae	KCTC 42461,KCTC:42461,NBRC 110923,NBRC:110923,TYO-8	yes	0	0	0
Lutibacter flavus	DSM 27993,DSM:27993,IMCC 1507,IMCC:1507,KACC 14312,KACC:14312,NBRC 107589,NBRC:107589	yes	1	1	1
Lutibacter holmesii	BCCM/LMG:26737,CCUG 62221,CCUG:62221,KMM 6277,KMM:6277,LMG 26737,LMG:26737,R-30339	yes	0	0	0
Lutibacter litoralis	CL-TF09,JCM 13034,JCM:13034,KCCM 42118,KCCM:42118	yes	1	1	1
Lutibacter litorisediminis	KCTC 52501,KCTC:52501,NBRC 112458,NBRC:112458,OITF-20	yes	0	0	0
Lutibacter maritimus	CCUG 57524,CCUG:57524,DSM 24450,DSM:24450,KCTC 22635,KCTC:22635,S7-2	yes	1	1	1
Lutibacter oceani	325-5,JCM 30924,JCM:30924,KEMB 7306-529,KEMB:7306-529,KEMC:7306-529	yes	2	2	2
Lutibacter oricola	DSM 24956,DSM:24956,KCTC 23668,KCTC:23668,UDC377	yes	1	1	1
Lutibacter profundi	DSM 100437,DSM:100437,JCM 30586,JCM:30586,LP1	yes	1	1	1
Lutibacterium anuloederans	LC8	yes	0	0	0
Lutibaculum baratangense	AMV1,CCUG 58046,CCUG:58046,KCTC 22669,KCTC:22669,NBRC 105799,NBRC:105799	yes	1	1	1
Lutimaribacter litoralis	DSM 29506,DSM:29506,JCM 17792,JCM:17792,KCTC 23660,KCTC:23660,KU5D5	yes	1	1	1
Lutimaribacter marinistellae	KCTC 42911,KCTC:42911,MCCC 1K01154,MCCC:1K01154,SF-12	yes	0	0	0
Lutimaribacter pacificus	BCCM/LMG:24619,CCTCC AB 208224,CCTCC:AB 208224,DSM 29620,DSM:29620,LMG 24619,LMG:24619,MCCC 1A01034,MCCC:1A01034,W11-2B,culture-collection:CCTCC:AB:208224	yes	2	1	1
Lutimaribacter saemankumensis	CCUG 55760,CCUG:55760,DSM 28010,DSM:28010,KCTC 22244,KCTC:22244,SMK-117	yes	1	1	1
Lutimonas halocynthiae	CECT 8444,CECT:8444,KCTC 32537,KCTC:32537,RSS3-C1	yes	0	0	0
Lutimonas saemankumensis	CCUG 55329,CCUG:55329,KCTC 22171,KCTC:22171,SMK-142	yes	0	0	0
Lutimonas vermicola	IMCC1616,KCCM 42379,KCCM:42379,NBRC 102041,NBRC:102041	yes	0	0	0
Lutispora thermophila	DSM 19022,DSM:19022,EBR46,NBRC 102133,NBRC:102133	yes	1	1	1
Lyngbya aestuarii	PCC 7419,PCC:7419	yes	1	0	0
Lyngbya confervoides	na	no	1	0	0
Lysinibacillus acetophenoni	CCUG 57911,CCUG:57911,DSM 23394,DSM:23394,JC23,KCTC 13605,KCTC:13605,NBRC 105754,NBRC:105754	yes	1	1	1
Lysinibacillus alkaliphilus	CCTCC AB 2014073,CCTCC:AB 2014073,DSM 28019,DSM:28019,OMN17,culture-collection:CCTCC:AB:2014073	yes	0	0	0
Lysinibacillus alkalisoli	CGMCC 1.15760,CGMCC:1.15760,KCTC 33825,KCTC:33825,Y2A20	yes	1	1	1
Lysinibacillus antri	CGMCC 1.13504,CGMCC:1.13504,KCTC 33955,KCTC:33955,SYSU K30002,SYSU:K30002	yes	1	1	1
Lysinibacillus boronitolerans	10a,ATCC BAA-1146,ATCC:BAA-1146,DSM 17140,DSM:17140,IAM 15262,IAM:15262,JCM 21713,JCM:21713,NBRC 103108,NBRC:103108,culture-collection:ATCC:BAA:1146	yes	4	3	3
Lysinibacillus capsici	CCUG 72241,CCUG:72241,NRRL B-65515,NRRL:B-65515,PB300	yes	2	1	1
Lysinibacillus chungkukjangi	2RL3-2,KACC 16626,KACC:16626,NBRC 108948,NBRC:108948	yes	2	1	1
Lysinibacillus composti	DSM 24785,DSM:24785,JCM 18777,JCM:18777,KCTC 13796,KCTC:13796,MCCC:1A13240,NCCP-36	yes	1	0	0
Lysinibacillus contaminans	CCM 8383,CCM:8383,CIP 110362,CIP:110362,DSM 25560,DSM:25560,FSt3A	yes	1	1	1
Lysinibacillus cresolivorans	CCTCC M 208210,CCTCC:M 208210,NRRL B-59352,NRRL:B-59352,SC03,culture-collection:CCTCC:M:208210,culture-collection:NRRL:B:59352	yes	0	0	0
Lysinibacillus endophyticus	C9,CGMCC 1.15291,CGMCC:1.15291,DSM 100506,DSM:100506	yes	1	1	1
Lysinibacillus fusiformis	ATCC 7055,ATCC:7055,BCCM/LMG:9816,CCUG 28888,CCUG:28888,DSM 2898,DSM:2898,JCM 12229,JCM:12229,LMG 9816,LMG:9816,NBRC 15717,NBRC:15717,NRRL NRS-350,NRRL:NRS-350,culture-collection:NRRL:NRS:350	yes	31	3	3
Lysinibacillus halotolerans	ACCC 00718,ACCC:00718,JCM 19611,JCM:19611,LAM612	yes	1	0	0
Lysinibacillus louembei	BCCM/LMG:26837,DSM 25583,DSM:25583,LMG 26837,LMG:26837,NM73	no	0	0	0
Lysinibacillus macroides	ATCC 12905,ATCC:12905,BCCM/LMG:18474,DSM 54,DSM:54,LMG 18474,LMG:18474	yes	1	1	1
Lysinibacillus manganicus	CCTCC AB 2012916,CCTCC:AB2012916,DSM 26584,DSM:26584,Mn1-7	yes	2	2	2
Lysinibacillus mangiferihumi	CCTCC AB 2010389,CCTCC:AB 2010389,DSM 24076,DSM:24076,M-GX18,culture-collection:CCTCC:AB:2010389	yes	2	2	2
Lysinibacillus massiliensis	4400831,CCUG 49529,CCUG:49529,CIP 108446,CIP:108446,KCTC 13178,KCTC:13178	yes	2	2	2
Lysinibacillus meyeri	BCCM/LMG:26643,DSM 25057,DSM:25057,LMG 26643,LMG:26643,WS 4626	yes	1	1	1
Lysinibacillus odysseyi	34hs-1,ATCC PTA-4993,ATCC:PTA-4993,CIP 108263,CIP:108263,DSM 18869,DSM:18869,KCTC 3961,KCTC:3961,NBRC 100172,NBRC:100172,NRRL B-30641,NRRL:B-30641,culture-collection:ATCC:PTA:4993,culture-collection:NRRL:B:30641	yes	5	3	3
Lysinibacillus pakistanensis	DSM 24784,DSM:24784,JCM 18776,JCM:18776,KCTC 13795,KCTC:13795,NCCP-54	yes	2	1	1
Lysinibacillus parviboronicapiens	BAM-582,KCTC 13154,KCTC:13154,NBRC 103144,NBRC:103144	yes	4	1	1
Lysinibacillus sinduriensis	BLB-1,JCM 15800,JCM:15800,KCTC 13296,KCTC:13296	yes	2	2	2
Lysinibacillus sphaericus	ATCC 14577,ATCC:14577,B-23268,BCCM/LMG:7134,BCRC 12825,BCRC:12825,CCM 2120,CCM:2120,CCRC 12825,CCRC:12825,CCUG 7428,CCUG:7428,CIP 65.30,CIP:65.30,DSM 28,DSM:28,HAMBI 1938,HAMBI:1938,IAM 13420,IAM:13420,JCM 2502,JCM:2502,KCTC 3346,KCTC:3346,LMG 7134,LMG:7134,NBRC 15095,NBRC:15095,NCCB 75018,NCCB:75018,NCIMB 9370,NCIMB:9370,NCTC 10338,NCTC:10338,NRRL B-23268,NRRL:B-23268,VKM B-509,VKM:B-509,culture-collection:VKM:B:509	yes	28	5	5
Lysinibacillus tabacifolii	CCTCC AB 2012050,CCTCC:AB 2012050,K3514,KCTC 33042,KCTC:33042,culture-collection:CCTCC:AB:2012050	yes	2	2	2
Lysinibacillus telephonicus	BCCM/LMG:29294,KACC 18714,KACC:18714,LMG 29294,LMG:29294,MCC 3065,MCC:3065,S5H2222	yes	1	1	1
Lysinibacillus timonensis	CSUR P5727,CSUR:P5727,Marseille-P5727	yes	1	1	1
Lysinibacillus varians	CCTCC M 2011307,CCTCC:M 2011307,CGMCC 1.12212,CGMCC:1.12212,GY32,NBRC 109424,NBRC:109424,culture-collection:CCTCC:M:2011307	yes	2	2	2
Lysinibacillus xylanilyticus	CCUG 57438,CCUG:57438,DSM 23493,DSM:23493,KCTC 13423,KCTC:13423,XDB9	yes	3	1	1
Lysinibacillus yapensis	JCM 32871,JCM:32871,MCCC 1A12698,MCCC:1A12698,YLB-03,ylb-03	yes	1	1	1
Lysinibacter cavernae	CC5-806,CGMCC 1.14983,CGMCC:1.14983,DSM 27960,DSM:27960	yes	1	1	1
Lysinimicrobium sediminis	HT7-17,NBRC 112286,NBRC:112286,TBRC 7037,TBRC:7037	yes	0	0	0
Lysinimonas soli	KACC 13362,KACC:13362,NBRC 107106,NBRC:107106,SGM3-12	yes	0	0	0
Lysinimonas yzui	CGMCC 1.16548,CGMCC:1.16548,DSM 106791,DSM:106791,JCM 32630,JCM:32630,N7XX-4	yes	1	1	1
Lysobacter aestuarii	JCM 31130,JCM:31130,KACC 18502,KACC:18502,S2-C	yes	1	1	1
Lysobacter agri	CCTCC:AB 2015126,CSCTCC AB 2015126,CSCTCC:AB:2015126,KACC 18283,KACC:18283,THG-SKA3	yes	0	0	0
Lysobacter alkalisoli	CGMCC 1.16756,CGMCC:1.16756,KCTC 43039,KCTC:43039,SJ-36	yes	1	1	1
Lysobacter antibioticus	ATCC 29479,ATCC:29479,BCCM/LMG:8760,DSM 2044,DSM:2044,HAMBI 1957,HAMBI:1957,LMG 8760,LMG:8760,UASM 3C,UASM:3C	yes	4	1	1
Lysobacter arseniciresistens	CGMCC 1.10752,CGMCC:1.10752,KCTC 23365,KCTC:23365,ZS79	yes	1	1	1
Lysobacter brunescens	ATCC 29482,ATCC:29482,BCCM/LMG:8761,DSM 6979,DSM:6979,KCTC 12130,KCTC:12130,LMG 8761,LMG:8761,UASM D	yes	0	0	0
Lysobacter bugurensis	CCTCC AB 207175,CCTCC:AB 207175,KCTC 23077,KCTC:23077,ZLD-29,culture-collection:CCTCC:AB:207175	yes	1	1	1
Lysobacter caeni	BUT-8,CCTCC AB 2013087,CCTCC:AB 2013087,KACC 17141,KACC:17141,culture-collection:CCTCC:AB:2013087	yes	0	0	0
Lysobacter capsici	DSM 19286,DSM:19286,KCTC 22007,KCTC:22007,VKM B-2533,VKM:B-2533,YC5194	yes	5	1	1
Lysobacter caseinilyticus	JCM 32879,JCM:32879,KACC 19816,KACC:19816,KVB24	yes	0	0	0
Lysobacter cavernae	CPCC 100816,CPCC:100816,DSM 101561,DSM:101561,KCTC 42875,KCTC:42875,YIM C01544	yes	0	0	0
Lysobacter chengduensis	CF21,CGMCC 1.15145,CGMCC:1.15145,DSM 100306,DSM:100306	yes	0	0	0
Lysobacter concretionis	DSM 16239,DSM:16239,KCTC 12205,KCTC:12205,Ko07,NBRC 102010,NBRC:102010	yes	1	1	1
Lysobacter cookii	ATCC29488,ATCC:29488,PAGU 1119	no	0	0	0
Lysobacter daecheongensis	Dae08,KCTC 12600,KCTC:12600	yes	0	0	0
Lysobacter daejeonensis	DSM 17634,DSM:17634,GH1-9,KACC 11406,KACC:11406	yes	1	1	1
Lysobacter defluvii	CCUG 53152,CCUG:53152,DSM 18482,DSM:18482,IMMIB APB-9,IMMIB:APB:9	yes	2	2	2
Lysobacter dokdonensis	DS-58,DSM 17958,DSM:17958,KCTC 12822,KCTC:12822	yes	1	1	1
Lysobacter enzymogenes	ATCC 29487,ATCC:29487,BCCM/LMG:8762,DSM 2043,DSM:2043,LMG 8762,LMG:8762,UASM 495,UASM:495	yes	6	1	1
Lysobacter erysipheiresistens	CCIC 23922,CCIC:23922,JCM 31042,JCM:31042,RS-LYSO-3	yes	0	0	0
Lysobacter firmicutimachus	BCCM/LMG:28994,DSM 102073,DSM:102073,LMG 28994,LMG:28994,PB-6250	yes	0	0	0
Lysobacter fragariae	JCM 30322,JCM:30322,KCTC 42236,KCTC:42236,THG-DN8.7	yes	0	0	0
Lysobacter ginsengisoli	DSM 18420,DSM:18420,Gsoil 357,KCTC 12602,KCTC:12602	yes	0	0	0
Lysobacter gummosus	ATCC 29489,ATCC:29489,BCCM/LMG:8763,DSM 6980,DSM:6980,KCTC 12132,KCTC:12132,LMG 8763,LMG:8763,UASM 402,UASM:402	yes	1	0	0
Lysobacter hankyongensis	JCM 18204,JCM:18204,KACC 16618,KACC:16618,KTce-2	yes	0	0	0
Lysobacter helvus	D10,JCM 32364,JCM:32364,KCTC 62111,KCTC:62111	yes	0	0	0
Lysobacter humi Lee et al. 2017	FJY8,JCM 31019,JCM:31019,KCTC 42810,KCTC:42810	yes	0	0	0
Lysobacter koreensis	Dae16,KCTC 12204,KCTC:12204,NBRC 101156,NBRC:101156	yes	0	0	0
Lysobacter korlensis	CCTCC AB 207174,CCTCC:AB 207174,KCTC 23076,KCTC:23076,ZLD-17,culture-collection:CCTCC:AB:207174	yes	0	0	0
Lysobacter lactamgenus	YK-90	no	0	0	0
Lysobacter lycopersici	BCRC 80612,BCRC:80612,CC-Bw-6,JCM 19164,JCM:19164	yes	1	1	1
Lysobacter maris	KCTC 42381,KCTC:42381,KMU-14,NBRC 110750,NBRC:110750	yes	2	1	1
Lysobacter mobilis	9NM-14,CCTCC AB 2014273,CCTCC:AB 2014273,DSM 27574,DSM:27574,GIMCC 1.659,GIMCC:1.659,culture-collection:CCTCC:AB:2014273	yes	0	0	0
Lysobacter niabensis	DSM 18244,DSM:18244,GH34-4,KACC 11587,KACC:11587	yes	0	0	0
Lysobacter niastensis	DSM 18481,DSM:18481,GH41-7,KACC 11588,KACC:11588	yes	0	0	0
Lysobacter novalis	CCTCC AB 2014319,CCTCC:AB 2014319,KACC 18276,KACC:18276,THG-PC7,culture-collection:CCTCC:AB:2014319	yes	0	0	0
Lysobacter oculi	83-4,CGMCC 1.13464,CGMCC:1.13464,NRBC 113451,NRBC:113451	yes	1	1	1
Lysobacter olei	D-14,JCM 31917,JCM:31917,KACC 19173,KACC:19173,KEMB 9005-572,KEMB:9005-572,KEMC:9005-572	yes	0	0	0
Lysobacter oligotrophicus	107-E2,ATCC BAA-2438,ATCC:BAA-2438,JCM 18257,JCM:18257,culture-collection:ATCC:BAA:2438	yes	0	0	0
Lysobacter oryzae	DSM 21044,DSM:21044,KCTC 22249,KCTC:22249,YC6269	yes	0	0	0
Lysobacter panacihumi	DCY117,JCM 32168,JCM:32168,KCTC 62019,KCTC:62019	yes	0	0	0
Lysobacter panacisoli	CJ29,JCM 19212,JCM:19212,KACC 17502,KACC:17502	yes	1	1	1
Lysobacter panaciterrae	DSM 17927,DSM:17927,Gsoil 068,KCTC 12601,KCTC:12601	yes	0	0	0
Lysobacter pocheonensis	DSM 18338,DSM:18338,Gsoil 193,KCTC 12624,KCTC:12624	yes	0	0	0
Lysobacter psychrotolerans	CGMCC 1.15509,CGMCC:1.15509,NBRC 112614,NBRC:112614,Zs60	yes	1	1	1
Lysobacter pythonis	4284/11,CCM 8829,CCM:8829,CCUG 72164,CCUG:72164,LMG:30630	yes	1	1	1
Lysobacter rhizophilus	CCTCC AB 2015358,CCTCC:AB 2015358,KCTC 52082,KCTC:52082,THG-YS3.6,culture-collection:CCTCC:AB:2015358	yes	0	0	0
Lysobacter rhizosphaerae	JCM 30321,JCM:30321,KCTC 42237,KCTC:42237,THG-DN8.3	yes	0	0	0
Lysobacter ruipuensis	CGMCC 1. 10344,CGMCC:1. 10344,DSM 23235,DSM:23235,RB-38	yes	0	0	0
Lysobacter ruishenii	CGMCC 1.10136,CGMCC:1.10136,CTN-1,DSM 22393,DSM:22393	yes	1	1	1
Lysobacter sediminicola	7C-9,JCM 18205,JCM:18205,KACC 16617,KACC:16617	yes	0	0	0
Lysobacter segetis	17J68-2,JCM 33058,JCM:33058,KCTC 62237,KCTC:62237	yes	1	1	1
Lysobacter silvestris	AM20-91,BCCM/LMG:30011,DSM 104734,DSM:104734,LMG 30011,LMG:30011	yes	1	1	1
Lysobacter solanacearum	KACC 18656,KACC:18656,NBRC 111881,NBRC:111881,T20R-70	yes	0	0	0
Lysobacter soli	BCCM/LMG:24126,DCY21,KCTC 22011,KCTC:22011,LMG 24126,LMG:24126	yes	2	1	1
Lysobacter spongiae	119BY6-57,BCCM/LMG:30077,KACC 19276,KACC:19276,LMG 30077,LMG:30077	yes	1	1	1
Lysobacter spongiicola	DSM 21749,DSM:21749,JCM 14760,JCM:14760,KMM 329,KMM:329,NRIC 0728,NRIC:0728	yes	1	1	1
Lysobacter terrae	JCM 19613,JCM:19613,KACC 17646,KACC:17646,THG-A13	yes	0	0	0
Lysobacter terricola	5GH18-14,JCM 30862,JCM:30862,KACC 16954,KACC:16954	yes	0	0	0
Lysobacter terrigena	17J7-1,JCM 33057,JCM:33057,KCTC 62217,KCTC:62217	no	0	0	0
Lysobacter tolerans	DSM 28473,DSM:28473,KCTC 42936,KCTC:42936,MCC 2572,MCC:2572,UM1	yes	1	1	1
Lysobacter tongrenensis	CCTCC:AB 2016052,KCTC:52206,YS-37	yes	0	0	0
Lysobacter tyrosinelyticus	JCM 30320,JCM:30320,KCTC 42235,KCTC:42235,THG-DN8.2	yes	0	0	0
Lysobacter xanthus	JCM 32365,JCM:32365,KCTC 62112,KCTC:62112,U8	yes	0	0	0
Lysobacter ximonensis	CCTCC AB 207091,CCTCC:AB 207091,NRRL B-51263,NRRL:B-51263,XM415,culture-collection:CCTCC:AB:207091,culture-collection:NRRL:B:51263	yes	0	0	0
Lysobacter xinjiangensis	CCTCC AB 208194,CCTCC:AB 208194,KCTC 22558,KCTC:22558,RCML-52,culture-collection:CCTCC:AB:208194	yes	1	1	1
Lysobacter yangpyeongensis	DSM 17635,DSM:17635,GH19-3,KACC 11407,KACC:11407	yes	0	0	0
Lysobacter zhanggongensis	CGMCC 1.15404,CGMCC:1.15404,KACC 18547,KACC:18547,ZGLJ7-1	yes	0	0	0
Lyticum flagellatum	299,ATCC 30700,ATCC:30700	yes	0	0	0
Mabikibacter ruber	JCM 31727,JCM:31727,KCCM 90265,KCCM:90265,YP382-1-A	yes	1	0	0
Macellibacteroides fermentans	CCUG 60892,CCUG:60892,DSM 23697,DSM:23697,JCM 16313,JCM:16313,LIND7H	yes	1	1	1
Macrochaete lichenoides	SAG 32.92,SAG:32.92	yes	0	0	0
Macrochaete psychrophila	CCALA 1092,CCALA:1092	yes	0	0	0
Macrochaete santannae	CCALA 1093,CCALA:1093	yes	0	0	0
Macrococcus bohemicus	CCM 7100,CCM:7100,DSM 103680,DSM:103680	yes	3	1	1
Macrococcus bovicus	ATCC 51825,ATCC:51825,CCUG 38365,CCUG:38365,CIP 105714,CIP:105714,DD 4516,Kloos C2F4	yes	1	1	1
Macrococcus brunensis	BCCM/LMG:21712,CCM 4811,CCM:4811,CCUG 47200,CCUG:47200,LMG 21712,LMG:21712	yes	1	1	1
Macrococcus canis	CCM 8748,CCM:8748,CCOS 969,CCOS:969,CCOS&lt;CHE&gt;:969,CCUG 68920,CCUG:68920,DSM 101690,DSM:101690,KM 45013	yes	12	1	1
Macrococcus carouselicus	ATCC 51828,ATCC:51828,CCUG 38360,CCUG:38360,CIP 105711,CIP:105711,DD 9348,H8b16,Kloos H8b16	yes	1	1	1
Macrococcus caseolyticus	ATCC 13548,ATCC:13548,CCM 3540,CCM:3540,CCUG 15606,CCUG:15606,CIP 100755,CIP:100755,DD 4508,DSM 20597,DSM:20597,NCTC 14061,NCTC:14061	yes	44	2	3
Macrococcus caseolyticus subsp. hominis	CCM 7927,CCM:7927,DSM 103682,DSM:103682	yes	1	1	3
Macrococcus epidermidis	CCM 7099,CCM:7099,DSM 103681,DSM:103681	yes	1	1	1
Macrococcus equipercicus	ATCC 51831,ATCC:51831,CCUG 38363,CCUG:38363,CIP 105716,CIP:105716,DD 9350,Kloos H8h3	yes	1	1	1
Macrococcus goetzii	CCM 4927,CCM:4927,DSM 103683,DSM:103683	yes	4	1	1
Macrococcus hajekii	BCCM/LMG:21711,CCM 4809,CCM:4809,CCUG 47201,CCUG:47201,LMG 21711,LMG:21711	yes	2	2	2
Macrococcus lamae	BCCM/LMG:21713,CCM 4815,CCM:4815,CCUG 47199,CCUG:47199,LMG 21713,LMG:21713	yes	1	1	1
Macromonas bipunctata	DSM 12705,DSM:12705,IAM 14880,IAM:14880,JCM 21374,JCM:21374,VKM 1366,VKM:1366	yes	1	1	1
Mageeibacillus indolicus	0009-5,ATCC BAA-2120,ATCC:BAA-2120,ATCC:BAA:2120,CCUG 59143,CCUG:59143	yes	3	0	0
Magnetococcus marinus	ATCC BAA-1437,ATCC:BAA-1437,JCM 17883,JCM:17883,MC-1,culture-collection:ATCC:BAA:1437	yes	1	1	1
Magnetofaba australis	IT-1	yes	1	1	1
Magnetospira thiophila	ATCC BAA-1438,ATCC:BAA-1438,JCM 17960,JCM:17960,MMS-1,culture-collection:ATCC:BAA:1438	yes	0	0	0
Magnetospirillum aberrantis	SpK	yes	1	1	1
Magnetospirillum bellicus	ATCC BAA-1730,ATCC:BAA-1730,DSM 21662,DSM:21662,VDY,culture-collection:ATCC:BAA:1730	yes	0	0	0
Magnetospirillum caucaseum	DSM 28995,DSM:28995,SO-1,VKM B-2936,VKM:B-2936,culture-collection:VKM:B:2936	yes	1	1	1
Magnetospirillum gryphiswaldense	DSM 6361,DSM:6361,IFO 15271,IFO:15271,JCM 21280,JCM:21280,MSR-1,NBRC 15271,NBRC:15271	yes	3	2	2
Magnetospirillum kuznetsovii	KCTC 15749,KCTC:15749,LBB-42,VKM B-3270,VKM:B-3270	yes	1	1	1
Magnetospirillum magneticum	na	no	1	0	0
Magnetospirillum magnetotacticum	ATCC 31632,ATCC:31632,BCCM/LMG:10894,DSM 3856,DSM:3856,IFO 15272,IFO:15272,JCM 21281,JCM:21281,LMG 10894,LMG:10894,MS-1,NBRC 15272,NBRC:15272	yes	1	1	1
Magnetospirillum marisnigri	DSM 29006,DSM:29006,SP-1,VKM B-2938,VKM:B-2938,culture-collection:VKM:B:2938	yes	1	1	1
Magnetospirillum moscoviense	BB-1,DSM 29455,DSM:29455,VKM B-2939,VKM:B-2939,culture-collection:VKM:B:2939	yes	1	1	1
Magnetovibrio blakemorei	ATCC BAA-1436,ATCC:BAA-1436,DSM 18854,DSM:18854,MV-1,culture-collection:ATCC:BAA:1436	yes	1	1	1
Mahella australiensis	50-1 BON,CIP 107919,CIP:107919,DSM 15567,DSM:15567	yes	1	1	1
Mailhella massiliensis	CSUR:P3199,Marseille-P3199,culture-collection:CSUR P3199	yes	1	1	1
Maledivibacter halophilus	ATCC 49637,ATCC:49637,DSM 5387,DSM:5387,M1	yes	1	1	1
Malikia granosa	CIP 108194,CIP:108194,DSM 15619,DSM:15619,JCM 12706,JCM:12706,P1	yes	1	1	1
Malikia spinosa	83,ATCC 14606,ATCC:14606,DSM 15801,DSM:15801,IAM 14918,IAM:14918,JCM 21400,JCM:21400,NBRC 103164,NBRC:103164	yes	2	1	1
Maliponia aquimaris	CECT 8898,CECT:8898,KCTC 42721,KCTC:42721,MM-10	yes	1	1	1
Malonomonas rubra	DSM 5091,DSM:5091,Gra Mal 1	yes	3	1	1
Mameliella alba	BCCM/LMG:24665,BCCM/LMG:28107 [[Alkalimicrobium pacificum]],CGMCC 1.12763 [[Alkalimicrobium pacificum]],CGMCC 1.12986 [[Ponticoccus lacteus]],CGMCC 1.7290,CGMCC:1.12763 [[Alkalimicrobium pacificum]],CGMCC:1.12986 [[Ponticoccus lacteus]],CGMCC:1.7290,DSM 26384,DSM:26384,F15 [[Alkalimicrobium pacificum]],JCM 19851 [[Alkalimicrobium pacificum]],JCM 30230 [[Mameliella atlantica]],JCM 30379 [[Ponticoccus lacteus]],JCM:19851 [[Alkalimicrobium pacificum]],JCM:30230 [[Mameliella atlantica]],JCM:30379 [[Ponticoccus lacteus]],JL351 [[Ponticoccus lacteus]],JLT354-W,KCTC 42178 [[Mameliella phaeodactyli]],KCTC:42178 [[Mameliella phaeodactyli]],KD53 [[Mameliella phaeodactyli]],L6M1-5 [[Mameliella atlantica]],LMG 24665,LMG 28107 [[Alkalimicrobium pacificum]],LMG:24665,LMG:28107 [[Alkalimicrobium pacificum]],MCCC 1A07531 [[Mameliella atlantica]],MCCC 1A09948 [[Alkalimicrobium pacificum]],MCCC 1K00273 [[Mameliella phaeodactyli]],MCCC:1A07531 [[Mameliella atlantica]],MCCC:1A09948 [[Alkalimicrobium pacificum]],MCCC:1K00273 [[Mameliella phaeodactyli]]	yes	12	7	7
Mangrovibacter phragmitis	DSM 100250,DSM:100250,KCTC 42580,KCTC:42580,MP23	yes	1	1	1
Mangrovibacter plantisponsor	BCCM/LMG:24236,DSM 19579,DSM:19579,LMG 24236,LMG:24236,MSSRF40	yes	1	1	1
Mangrovibacter yixingensis	ACCC 19709,ACCC:19709,KCTC 42181,KCTC:42181,TULL-A	yes	0	0	0
Mangrovibacterium diazotrophicum	DSM 27148,DSM:27148,JCM 19152,JCM:19152,KCTC 32129,KCTC:32129,SCSIO N0430	yes	1	1	1
Mangrovibacterium marinum	CICC 10903,CICC:10903,DSM 28823,DSM:28823,FA423,KCTC 42253,KCTC:42253	yes	1	1	1
Mangrovicella endophytica	5T4P-12-1,CGMCC 1.16279,CGMCC:1.16279,KCTC 62053,KCTC:62053	yes	1	1	1
Mangrovicoccus ximenensis	CCTCC AB 2016238,CCTCC:AB 2016238,CCTCC:AB:2016238,KCTC 52623,KCTC:52623,T1lg56	yes	1	1	1
Mangroviflexus xiamenensis	CGMCC 1.5167,CGMCC:1.5167,DSM 24214,DSM:24214,P2	yes	0	0	0
Mangrovihabitans endophyticus	CGMCC 4.7299,CGMCC:4.7299,DSM 100693,DSM:100693,S3Cf-2	yes	1	1	1
